geometry,bench,bin,bus,highway,name_left,network,operator,public_transport,ref_left,shelter,source_left,old_name_left,old_name:es,lit,tactile_paving,check_date:shelter,name:ca_left,old_name:ca,wheelchair,check_date:bench,departures_board,kerb,kerb:approach_aid,passenger_information_display,covered,wikidata_left,wikipedia_left,network:wikidata,addr:city,addr:housenumber,addr:postcode,addr:street,lines,name:es_left,direction,network:wikipedia,local_ref,check_date,description,name:en,fixme,element_right,id_right,admin_level,boundary,source_right,Barrio,name:ca_right,name:es_right,type,wikidata_right,wikipedia_right,ref_right,alt_name,old_name_right,alt_name:ca
POINT (-0.3394929 39.4590781),yes,no,yes,bus_stop,Joan Verdaguer - Isaac Peral,EMT,Empresa Municipal de Transportes de Valencia,platform,1592,yes,www.emtvalencia.es,,,yes,no,2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3361276 39.4588962),yes,yes,yes,bus_stop,Les Naus,EMT,Empresa Municipal de Transportes de Valencia,platform,1591,yes,www.emtvalencia.es,Joan Verdaguer - Pare Porta,Juan Verdeguer - Padre Porta,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3395614 39.4610257),yes,no,yes,bus_stop,Eivissa - Prof.Vicente Llorens,EMT,Empresa Municipal de Transportes de Valencia,platform,1593,yes,www.emtvalencia.es,,,,,,,,,,realtime,,,,,,,,,,,,,,,,,,,,,relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3336526 39.4592414),,,yes,bus_stop,Joan Verdaguer - Port,EMT,Empresa Municipal de Transportes de Valencia,platform,1590,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3326334 39.4605354),,,yes,bus_stop,Drassanes del Grau,EMT,Empresa Municipal de Transportes de Valencia,platform,1589,yes,www.emtvalencia.es,Dr. J.J.Dòmine - Port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3332912 39.4600565),,,yes,bus_stop,Port - Joan Josep Sister,EMT,Empresa Municipal de Transportes de Valencia,platform,1624,yes,www.emtvalencia.es,,,,,,,,,,realtime,,,,,,,,,,,,,,,,,,,,,relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3381695 39.4615013),yes,no,yes,bus_stop,Port - Illes Canàries,EMT,Empresa Municipal de Transportes de Valencia,platform,1631,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3379866 39.4620871),yes,no,yes,bus_stop,Serradora - Port,EMT,Empresa Municipal de Transportes de Valencia,platform,1747,yes,www.emtvalencia.es,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3348168 39.4278337),,,yes,bus_stop,Club Nàutic,EMT,Empresa Municipal de Transportes de Valencia,platform,1963,,www.emtvalencia.es,Camí del Canal - Club Náutico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3291535 39.4555156),,,yes,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.3243595 39.4624793),,,yes,bus_stop,Marina Real,,"Valencia Bus Turistic, Tour por Valencia",platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.327805 39.4551354),,,yes,bus_stop,,,,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bus Stop for cruise ship shuttle,,relation,14876882.0,10,administrative,,el Grau,el Grau,El Grao,boundary,Q3078478,ca:El Grau de València,,,,
POINT (-0.4161063 39.4972879),,,yes,bus_stop,Mossén Miguel Tarín (imparell) - Carretera de Paterna,EMT,Empresa Municipal de Transportes de Valencia,platform,381,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4173283 39.4995555),,,yes,bus_stop,Dr. Soriano Benlloch - Rafael Tenes Escrich,EMT,Empresa Municipal de Transportes de Valencia,platform,383,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4163268 39.49855),,,yes,bus_stop,Mossén Miguel Tarín (imparell) - Miquel Agraït,EMT,Empresa Municipal de Transportes de Valencia,platform,382,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4200934 39.50242),no,yes,yes,bus_stop,Pintor Garnelo - Campament,EMT,Empresa Municipal de Transportes de Valencia,platform,396,no,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.419093 39.5014036),yes,no,yes,bus_stop,Felipe Valls - Lluís Cano,EMT,Empresa Municipal de Transportes de Valencia,platform,397,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4162252 39.4975501),,,yes,bus_stop,Mossén Miguel Tarín (parell) - Carretera de Paterna,EMT,Empresa Municipal de Transportes de Valencia,platform,400,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4264928 39.5034747),yes,,yes,bus_stop,Fira València,EMT,Empresa Municipal de Transportes de Valencia,platform,392,yes,www.emtvalencia.es,Fires - Fira de Mostres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4262726 39.5016888),,,yes,bus_stop,Velòdrom Lluís Puig,EMT,Empresa Municipal de Transportes de Valencia,platform,393,no,www.emtvalencia.es,Polvorí - Velòdrom Lluís Puig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4253001 39.500916),,,yes,bus_stop,Polvorí - Campament,EMT,Empresa Municipal de Transportes de Valencia,platform,394,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4227498 39.5014999),,,yes,bus_stop,Campament (imparell) - Joaquín Marín,EMT,Empresa Municipal de Transportes de Valencia,platform,395,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4262303 39.5032938),,,yes,bus_stop,Fira València,EMT,Empresa Municipal de Transportes de Valencia,platform,388,yes,www.emtvalencia.es,Fires - Senda del Polvorí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4186713 39.5014281),no,no,yes,bus_stop,Benimàmet,EMT,Empresa Municipal de Transportes de Valencia,platform,384,no,www.emtvalencia.es,Lluís Cano,,yes,yes,,Benimàmet,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4202664 39.5026469),no,no,yes,bus_stop,Campament - Felipe Valls,EMT,Empresa Municipal de Transportes de Valencia,platform,385,no,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4232609 39.5013558),,,yes,bus_stop,Campament (parell) - Joaquín Marín,EMT,Empresa Municipal de Transportes de Valencia,platform,386,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4251448 39.5008428),,,yes,bus_stop,Polvorí - Sinarques,EMT,Empresa Municipal de Transportes de Valencia,platform,387,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4264132 39.5022627),no,,yes,bus_stop,Velòdrom Lluís Puig,EMT,Empresa Municipal de Transportes de Valencia,platform,1153,no,www.emtvalencia.es,Polvorí - Cullera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.417605 39.4991514),,,yes,bus_stop,Mercat de Benimàmet,EMT,Empresa Municipal de Transportes de Valencia,platform,2161,yes,www.emtvalencia.es,Rafael Tenes Escrich - Mercat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4246735 39.5055235),,,yes,bus_stop,Fires(imparell) - Cementeri,EMT,Empresa Municipal de Transportes de Valencia,platform,1714,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4243437 39.5054966),,,yes,bus_stop,Fires(parell) - Cementeri,EMT,Empresa Municipal de Transportes de Valencia,platform,1715,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.4164012 39.4985191),,,yes,bus_stop,Mossén Miguel Tarín (parell) - Miquel Agraït,EMT,Empresa Municipal de Transportes de Valencia,platform,399,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877586.0,10,administrative,,Benimàmet,Benimàmet,,boundary,Q4888020,ca:Benimàmet,,,,
POINT (-0.404032 39.4941798),yes,no,yes,bus_stop,Camp de Túria (parell) - Corts Valencianes,EMT,Empresa Municipal de Transportes de Valencia,platform,1320,yes,www.emtvalencia.es,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877587.0,10,administrative,,Beniferri,Beniferri,,boundary,Q8246326,ca:Beniferri,,,,
POINT (-0.4066901 39.4930372),yes,,yes,bus_stop,Camp de Túria - Mestre Rodrigo,EMT,Empresa Municipal de Transportes de Valencia,platform,1448,yes,www.emtvalencia.es,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877587.0,10,administrative,,Beniferri,Beniferri,,boundary,Q8246326,ca:Beniferri,,,,
POINT (-0.4008419 39.4955961),no,no,yes,bus_stop,Palau de Congressos,EMT,Empresa Municipal de Transportes de Valencia,platform,2230,no,www.emtvalencia.es,Camp de Túria - Palau de Congressos,Campo de Turia - Palacio de Congresos,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877587.0,10,administrative,,Beniferri,Beniferri,,boundary,Q8246326,ca:Beniferri,,,,
POINT (-0.3829862 39.4901869),,,yes,bus_stop,Dr. Peset Aleixandre - Joan XXIII,EMT,Empresa Municipal de Transportes de Valencia,platform,238,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3804835 39.4948772),yes,no,yes,bus_stop,Camí de Montcada (imparell) - Cambrils,EMT,Empresa Municipal de Transportes de Valencia,platform,305,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3903392 39.4894203),,,yes,bus_stop,Burjassot - Mondúver,EMT,Empresa Municipal de Transportes de Valencia,platform,307,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.39331 39.4923166),,,yes,bus_stop,Burjassot - Pintor Matarana,EMT,Empresa Municipal de Transportes de Valencia,platform,308,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3957214 39.4946427),,,yes,bus_stop,Burjassot - Salvador Tusset,EMT,Empresa Municipal de Transportes de Valencia,platform,309,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.396255 39.4956688),,,yes,bus_stop,Parc de Benicalap,EMT,Empresa Municipal de Transportes de Valencia,platform,310,,www.emtvalencia.es,Louis Braille - Betxí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3812282 39.4965655),yes,no,yes,bus_stop,Camí de Montcada (imparell) - Alemany,EMT,Empresa Municipal de Transportes de Valencia,platform,304,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.399509 39.4910493),yes,no,yes,bus_stop,Beniferri,EMT,Empresa Municipal de Transportes de Valencia,platform,376,yes,www.emtvalencia.es,Corts Valencianes (par) - la Safor,Cortes Valencianas (par) - la Safor,no,no,,Beniferri,,,2023-01-22,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3963757 39.4867843),,,yes,bus_stop,Corts Valencianes - Davant Esc. Prof. Sant Josep,EMT,Empresa Municipal de Transportes de Valencia,platform,375,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.383162 39.4926377),,,yes,bus_stop,Joan XXIII - Periodista Gil Sumbiela,EMT,Empresa Municipal de Transportes de Valencia,platform,445,yes,www.emtvalencia.es,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3867645 39.4893417),,,yes,bus_stop,Trànsits,EMT,Empresa Municipal de Transportes de Valencia,platform,958,yes,www.emtvalencia.es,Dr. Peset Aleixandre - Mondúver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3927782 39.496079),no,no,yes,bus_stop,Equador - Pintor Matarana,EMT,Empresa Municipal de Transportes de Valencia,platform,1067,no,www.emtvalencia.es,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3938719 39.4869311),yes,,yes,bus_stop,General Avilés - Miguel Servet (parell),EMT,Empresa Municipal de Transportes de Valencia,platform,1184,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3911303 39.4881367),,,yes,bus_stop,General Avilés - Dr. Nicasi Benlloch,EMT,Empresa Municipal de Transportes de Valencia,platform,1183,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3924679 39.4904081),,,yes,bus_stop,Bon Recés - Florista,EMT,Empresa Municipal de Transportes de Valencia,platform,1333,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3938846 39.4918816),yes,,yes,bus_stop,Garbí,EMT,Empresa Municipal de Transportes de Valencia,platform,1332,yes,www.emtvalencia.es,Florista - Faura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3959484 39.4938109),,,yes,bus_stop,Florista - Carrasqueta,EMT,Empresa Municipal de Transportes de Valencia,platform,1331,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3920996 39.4888742),yes,no,yes,bus_stop,Dr. Nicasi Benlloch - Emili Nadal,EMT,Empresa Municipal de Transportes de Valencia,platform,1348,yes,www.emtvalencia.es,,,,no,2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.4017655 39.4942025),yes,no,yes,bus_stop,Corts Valencianes - Palau de Congressos,EMT,Empresa Municipal de Transportes de Valencia,platform,1319,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3885971 39.4889396),,,yes,bus_stop,Dr. Peset Aleixandre - Av. de Burjassot,EMT,Empresa Municipal de Transportes de Valencia,platform,1684,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3862491 39.4949669),yes,no,yes,bus_stop,Federico Alcácer Aguilar - Poeta Serrano Clavero,EMT,Empresa Municipal de Transportes de Valencia,platform,1835,yes,www.emtvalencia.es,,,yes,no,2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.38828 39.4935873),,,yes,bus_stop,Poeta Serrano Clavero - Equador,EMT,Empresa Municipal de Transportes de Valencia,platform,1834,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.390753 39.4940448),,,yes,bus_stop,Centre de Salut Assutzena,EMT,Empresa Municipal de Transportes de Valencia,platform,1833,,www.emtvalencia.es,Equador - Verbena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3843045 39.4951964),yes,,yes,bus_stop,Federico Alcácer Aguilar - Joan XXIII,EMT,Empresa Municipal de Transportes de Valencia,platform,1836,yes,www.emtvalencia.es,,,,,2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3821837 39.4956505),,,yes,bus_stop,Riu Nervión - Riu Segre,EMT,Empresa Municipal de Transportes de Valencia,platform,1837,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3928869 39.4959275),yes,no,yes,bus_stop,Equador - Salvador Tuset,EMT,Empresa Municipal de Transportes de Valencia,platform,1832,yes,www.emtvalencia.es,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3881201 39.4932552),,,yes,bus_stop,Equador - General Llorens,EMT,Empresa Municipal de Transportes de Valencia,platform,1849,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3906903 39.4941826),,,yes,bus_stop,Casa de la Caritat,EMT,Empresa Municipal de Transportes de Valencia,platform,1850,yes,www.emtvalencia.es,Equador - Músic Fayos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3860877 39.4926459),,,yes,bus_stop,Castellonet - Alfara del Patriarca,EMT,Empresa Municipal de Transportes de Valencia,platform,1848,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3815595 39.4936168),,,yes,bus_stop,Pere Cabanes - Camí de Montcada,EMT,Empresa Municipal de Transportes de Valencia,platform,1846,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3835855 39.4931917),,,yes,bus_stop,Castellonet - Joan XXIII,EMT,Empresa Municipal de Transportes de Valencia,platform,1847,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3847981 39.4969072),yes,,yes,bus_stop,Benicalap,EMT,Empresa Municipal de Transportes de Valencia,platform,1824,yes,www.emtvalencia.es,Joan XXIII - Germans Machado,,,,,Benicalap,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3840524 39.4950413),,,yes,bus_stop,Joan XXIII - Federico Alcácer Aguilar,EMT,Empresa Municipal de Transportes de Valencia,platform,1825,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3823801 39.4905334),,,yes,bus_stop,Joan XXIII (imparell) - Félix del Río,EMT,Empresa Municipal de Transportes de Valencia,platform,1826,yes,www.emtvalencia.es,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3950087 39.4861347),,,yes,bus_stop,General Avilés - Pius XII,EMT,Empresa Municipal de Transportes de Valencia,platform,1827,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3958586 39.4854814),,,yes,bus_stop,General Avilés (illeta) - Pius XII,EMT,Empresa Municipal de Transportes de Valencia,platform,2307,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3886186 39.4957947),,,yes,bus_stop,Llevant UE - Federico Alcácer Aguilar,EMT,Empresa Municipal de Transportes de Valencia,platform,2389,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3938336 39.4983633),,,yes,bus_stop,Sant Josep Artesà - Luis Martí Alegre,EMT,Empresa Municipal de Transportes de Valencia,platform,311,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877589.0,10,administrative,,Ciutat Fallera,Ciutat Fallera,,boundary,Q8346553,ca:Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller
POINT (-0.3963118 39.4957462),,,yes,bus_stop,Parc de Benicalap,EMT,Empresa Municipal de Transportes de Valencia,platform,314,,www.emtvalencia.es,Louis Braille - Burjassot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877589.0,10,administrative,,Ciutat Fallera,Ciutat Fallera,,boundary,Q8346553,ca:Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller
POINT (-0.3945817 39.4999115),,,yes,bus_stop,Foc - Amadeu Desfilis,EMT,Empresa Municipal de Transportes de Valencia,platform,1170,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877589.0,10,administrative,,Ciutat Fallera,Ciutat Fallera,,boundary,Q8346553,ca:Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller
POINT (-0.3974621 39.4955324),no,no,yes,bus_stop,Florista,EMT,Empresa Municipal de Transportes de Valencia,platform,1330,no,www.emtvalencia.es,Quartell - Burjassot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877589.0,10,administrative,,Ciutat Fallera,Ciutat Fallera,,boundary,Q8346553,ca:Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller
POINT (-0.3946729 39.4972896),,,yes,bus_stop,Andreu Alfaro - Louis Braille,EMT,Empresa Municipal de Transportes de Valencia,platform,2303,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877589.0,10,administrative,,Ciutat Fallera,Ciutat Fallera,,boundary,Q8346553,ca:Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller
POINT (-0.3932625 39.5005481),,,yes,bus_stop,Ciutat de l'Artista Faller,EMT,Empresa Municipal de Transportes de Valencia,platform,1326,yes,www.emtvalencia.es,Ninot - Foc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14877589.0,10,administrative,,Ciutat Fallera,Ciutat Fallera,,boundary,Q8346553,ca:Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller
POINT (-0.3522086 39.470745),yes,no,yes,bus_stop,Sants Just i Pastor - Lluís de Milà,EMT,Empresa Municipal de Transportes de Valencia,platform,139,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14891694.0,10,administrative,,Albors,Albors,,boundary,Q586053,ca:Albors,,,,
