geometry,bench,bin,bus,highway,name_left,network,operator,public_transport,ref_left,shelter,source_left,old_name_left,old_name:es,lit,tactile_paving,check_date:shelter,name:ca_left,old_name:ca,wheelchair,check_date:bench,departures_board,kerb,kerb:approach_aid,passenger_information_display,covered,wikidata_left,wikipedia_left,network:wikidata,addr:city,addr:housenumber,addr:postcode,addr:street,lines,name:es_left,direction,network:wikipedia,local_ref,check_date,description,name:en,fixme,element_right,id_right,admin_level,boundary,source_right,Barrio,name:ca_right,name:es_right,type,wikidata_right,wikipedia_right,ref_right,alt_name,old_name_right,alt_name:ca
POINT (-0.3805255 39.4727008),no,yes,yes,bus_stop,Editor Manuel Aguilar - Guillem Sorolla,EMT,Empresa Municipal de Transportes de Valencia,platform,2287,no,www.emtvalencia.es,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14305624.0,10,administrative,,el Mercat,el Mercat,,boundary,,ca:El Mercat,1.5. el Mercat,,,
POINT (-0.3798464 39.472593),yes,yes,yes,bus_stop,Mercat Central - Beata,EMT,Empresa Municipal de Transportes de Valencia,platform,2288,yes,www.emtvalencia.es,Av. de l'Oest - Beata,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14305624.0,10,administrative,,el Mercat,el Mercat,,boundary,,ca:El Mercat,1.5. el Mercat,,,
POINT (-0.3758224 39.4736015),no,,yes,bus_stop,Plaça de la Reina,EMT,Empresa Municipal de Transportes de Valencia,platform,2222,no,www.emtvalencia.es,,,no,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,relation,14305624.0,10,administrative,,el Mercat,el Mercat,,boundary,,ca:El Mercat,1.5. el Mercat,,,
POINT (-0.4150691 39.4672045),,,yes,bus_stop,Joan Baptista Comes - Antonio Machado,EMT,Empresa Municipal de Transportes de Valencia,platform,493,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14702503.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Llum,la Llum,la Luz,boundary,Q9018676,es:La Llum,,,,
POINT (-0.4133129 39.4692536),,,yes,bus_stop,Cid - Marconi,EMT,Empresa Municipal de Transportes de Valencia,platform,495,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14702503.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Llum,la Llum,la Luz,boundary,Q9018676,es:La Llum,,,,
POINT (-0.4148109 39.4691551),yes,,yes,bus_stop,Cid (via de servici) - Alejandro Volta,EMT,Empresa Municipal de Transportes de Valencia,platform,2004,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14702503.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Llum,la Llum,la Luz,boundary,Q9018676,es:La Llum,,,,
POINT (-0.4127896 39.4670477),,,yes,bus_stop,Pare Esteban Pernet - Centre Comercial,EMT,Empresa Municipal de Transportes de Valencia,platform,2008,,www.emtvalencia.es,Pare Esteban Pernet (par) - Miquel Adlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14702503.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Llum,la Llum,la Luz,boundary,Q9018676,es:La Llum,,,,
POINT (-0.4171837 39.4684538),,,yes,bus_stop,la Llum,EMT,Empresa Municipal de Transportes de Valencia,platform,1366,yes,www.emtvalencia.es,Alqueria Nova - Cortes d'Arenós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14702503.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Llum,la Llum,la Luz,boundary,Q9018676,es:La Llum,,,,
POINT (-0.4147157 39.4692548),no,,yes,bus_stop,Av. Cid / Barrio la Luz,MetroBus,Fernanbús,platform,,no,https://www.fernanbus.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14702503.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Llum,la Llum,la Luz,boundary,Q9018676,es:La Llum,,,,
POINT (-0.4126047 39.4669628),,,yes,bus_stop,Pare Esteban Pernet - Centre Comercial,EMT,Empresa Municipal de Transportes de Valencia,platform,2006,yes,www.emtvalencia.es,Pare Esteban Pernet (impar) - Miquel Adlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14702503.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Llum,la Llum,la Luz,boundary,Q9018676,es:La Llum,,,,
POINT (-0.4144619 39.467513),,,yes,bus_stop,Marconi - Barri de la Llum,EMT,Empresa Municipal de Transportes de Valencia,platform,2005,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14702503.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Llum,la Llum,la Luz,boundary,Q9018676,es:La Llum,,,,
POINT (-0.4061684 39.4653728),,,yes,bus_stop,Mercat de Castilla,EMT,Empresa Municipal de Transportes de Valencia,platform,498,yes,www.emtvalencia.es,Tres Creus (carril bus) - Rei Saud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4098675 39.4695652),,,yes,bus_stop,Cid - Hospital,EMT,Empresa Municipal de Transportes de Valencia,platform,496,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4091122 39.4645536),,,yes,bus_stop,Colònia Esp. de Mèxic - Casa de la Misericòrdia,EMT,Empresa Municipal de Transportes de Valencia,platform,501,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4096478 39.4657845),,,yes,bus_stop,la Fontsanta,EMT,Empresa Municipal de Transportes de Valencia,platform,500,yes,www.emtvalencia.es,Escultor Salzillo - Casa de la Misericòrdia,,,,,la Fontsanta,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4057528 39.4695116),,,yes,bus_stop,Hospital General,EMT,Empresa Municipal de Transportes de Valencia,platform,700,yes,www.emtvalencia.es,Cid (illeta) - Tres Creus,Cid (isleta) - Tres Cruces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.406443 39.4662265),yes,,yes,bus_stop,Mercat de Castilla,EMT,Empresa Municipal de Transportes de Valencia,platform,1274,yes,www.emtvalencia.es,Tres Creus - Rei Saud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4065962 39.468336),,,yes,bus_stop,Hospital General,EMT,Empresa Municipal de Transportes de Valencia,platform,1268,yes,www.emtvalencia.es,Tres Creus - Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4063527 39.4669621),,,yes,bus_stop,Hospital General - Urgències,EMT,Empresa Municipal de Transportes de Valencia,platform,1223,yes,www.emtvalencia.es,Tres Creus (carril bus) - Pare Esteban Pernet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4062081 39.4674049),,,yes,bus_stop,Tres Creus (central) - Pare Esteban Pernet,EMT,Empresa Municipal de Transportes de Valencia,platform,1369,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4097967 39.4671721),,,yes,bus_stop,Pare Esteban Pernet - Misericòrdia,EMT,Empresa Municipal de Transportes de Valencia,platform,1370,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4062792 39.4646583),,,yes,bus_stop,Tres Creus - Prínceps de Mònaco,EMT,Empresa Municipal de Transportes de Valencia,platform,1435,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4097855 39.4670897),yes,,yes,bus_stop,Pare Esteban Pernet - Casa Misericòrdia,EMT,Empresa Municipal de Transportes de Valencia,platform,2007,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4092917 39.4658017),,,yes,bus_stop,Escultor Salzillo - Lluís Fenollet,EMT,Empresa Municipal de Transportes de Valencia,platform,2249,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4064421 39.4682977),,,yes,bus_stop,Hospital General,EMT,Empresa Municipal de Transportes de Valencia,platform,1268,yes,www.emtvalencia.es,Tres Creus - Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705513.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,la Fontsanta,la Fontsanta,la Fuensanta,boundary,Q11687662,es:La Fuensanta (Valencia),,,,
POINT (-0.4055777 39.4685857),,,yes,bus_stop,Hospital General,EMT,Empresa Municipal de Transportes de Valencia,platform,504,,www.emtvalencia.es,Tres Creus - Jurats,Tres Cruces - Jurados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.4024418 39.4690378),yes,yes,yes,bus_stop,Cid - Josep Maestre,EMT,Empresa Municipal de Transportes de Valencia,platform,506,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.3999303 39.4685854),yes,no,yes,bus_stop,Central de Policia Local de València,EMT,Empresa Municipal de Transportes de Valencia,platform,507,yes,www.emtvalencia.es,Cid - Santa Cruz de Tenerife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.3957661 39.4678939),,,yes,bus_stop,Parc de l'Oest - Enguera,EMT,Empresa Municipal de Transportes de Valencia,platform,508,yes,www.emtvalencia.es,Cid - Énguera,Cid - Enguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.394944 39.4650698),yes,,yes,bus_stop,Arxiduc Carles - Enguera,EMT,Empresa Municipal de Transportes de Valencia,platform,510,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.3969814 39.4640158),,,yes,bus_stop,Tres Forques (parell) - Arxiduc Carles,EMT,Empresa Municipal de Transportes de Valencia,platform,511,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.3995145 39.4639089),,,yes,bus_stop,Tres Forques - Santa Cruz de Tenerife,EMT,Empresa Municipal de Transportes de Valencia,platform,512,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.4030748 39.463777),,,yes,bus_stop,Tres Forques - Josep Maestre,EMT,Empresa Municipal de Transportes de Valencia,platform,513,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.4054581 39.4641386),,,yes,bus_stop,Tres Creus (carril bus) - Llombai,EMT,Empresa Municipal de Transportes de Valencia,platform,514,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.4057825 39.4670349),,,yes,bus_stop,Tres Creus (carril bus) - Músic Ayllón,EMT,Empresa Municipal de Transportes de Valencia,platform,515,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.4053413 39.4646027),,,yes,bus_stop,Tres Creus - Llombai,EMT,Empresa Municipal de Transportes de Valencia,platform,1307,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.3956683 39.4678883),no,,yes,bus_stop,Av. Cid / Parque del Oeste,MetroBus,Fernanbús,platform,,yes,https://www.fernanbus.es/,,,,,,,,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.3998595 39.4685744),yes,yes,yes,bus_stop,Av. Cid / Policia Local,MetroBus,Fernanbús,platform,,yes,https://www.fernanbus.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.4023499 39.4690234),yes,yes,yes,bus_stop,Av. Cid / Mercado de Castilla,MetroBus,Fernanbús,platform,,no,https://www.fernanbus.es/,,,,,,,,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.4056188 39.4694913),no,,yes,bus_stop,Av. Cid / Hospital General,MetroBus,Fernanbús,platform,,no,https://www.fernanbus.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.4056067 39.4667971),,,yes,bus_stop,Tres Creus - Músic Ayllón,EMT,Empresa Municipal de Transportes de Valencia,platform,2009,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.4056975 39.4687803),,,yes,bus_stop,Hospital General,EMT,Empresa Municipal de Transportes de Valencia,platform,504,,www.emtvalencia.es,Tres Creus - Jurats,Tres Cruces - Jurados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705514.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Tres Forques,Tres Forques,Tres Forques,boundary,Q9089728,es:Tres Forques,,,,
POINT (-0.3940871 39.472361),no,no,yes,bus_stop,Pérez Galdós - Torres Torres,EMT,Empresa Municipal de Transportes de Valencia,platform,426,no,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.3955847 39.4744587),no,no,yes,bus_stop,Pérez Galdós - Democràcia,EMT,Empresa Municipal de Transportes de Valencia,platform,425,no,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.4002667 39.4734992),,,yes,bus_stop,Democràcia - Velázquez,EMT,Empresa Municipal de Transportes de Valencia,platform,2305,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.3974171 39.4739958),yes,yes,yes,bus_stop,Democràcia - Baladre,EMT,Empresa Municipal de Transportes de Valencia,platform,2304,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.3924019 39.4700284),yes,no,yes,bus_stop,Pérez Galdós - Olimpia Arozena Torres,EMT,Empresa Municipal de Transportes de Valencia,platform,427,yes,www.emtvalencia.es,,,yes,yes,2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.3920099 39.4684833),,,yes,bus_stop,Llorca - Pérez Galdós,EMT,Empresa Municipal de Transportes de Valencia,platform,428,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.4032099 39.4696097),,,yes,bus_stop,Cid - Passatge Vidal,EMT,Empresa Municipal de Transportes de Valencia,platform,484,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.4002552 39.4723623),,,yes,bus_stop,Brasil - Velázquez,EMT,Empresa Municipal de Transportes de Valencia,platform,473,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.397655 39.4715303),yes,no,yes,bus_stop,Brasil - Francisco Moreno Usedo,EMT,Empresa Municipal de Transportes de Valencia,platform,474,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.4027088 39.4735282),yes,no,yes,bus_stop,Petxina - Racó d'Ademús,EMT,Empresa Municipal de Transportes de Valencia,platform,472,yes,www.emtvalencia.es,,,yes,yes,2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.3961241 39.4683934),yes,yes,yes,bus_stop,Parc de l'Oest - Germans Rivas,EMT,Empresa Municipal de Transportes de Valencia,platform,482,yes,www.emtvalencia.es,Cid - Germans Rivas,Cid - Hermanos Rivas,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.3998448 39.4690011),,,yes,bus_stop,Cid - Burgos,EMT,Empresa Municipal de Transportes de Valencia,platform,483,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.3951866 39.4707191),yes,no,yes,bus_stop,Brasil - Artur Piera,EMT,Empresa Municipal de Transportes de Valencia,platform,475,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.3921664 39.4689904),,,yes,bus_stop,Linares - Pérez Galdós,EMT,Empresa Municipal de Transportes de Valencia,platform,481,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
POINT (-0.4050516 39.4710177),yes,no,yes,bus_stop,Ciutat Administrativa 9 d'Octubre,EMT,Empresa Municipal de Transportes de Valencia,platform,2071,yes,www.emtvalencia.es,Nou d'Octubre - Conselleries (I),Nueve de Octubre - Consejerías (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14705515.0,10,administrative,Padró Municipal d'Habitants;Ajuntament de València,Nou Moles,Nou Moles,Nou Moles,boundary,Q11696079,es:Nou Moles,,,,
