geometry,leisure,name_left,name:ca_left,note,name:es_left,operator,operator:type,name:etymology:wikidata,wikidata_left,wikipedia_left,alt_name_left,opening_hours,tourism,addr:city,addr:postcode,addr:street,alt_name:ca_left,alt_name:es,nohousenumber,old_name_left,phone,source_left,wikimedia_commons,dog,smoking,loc_name,access,loc_name:ca,loc_name:es,lit,surface,addr:housenumber,old_name:es,name:sr,place,foot,designation,name:etymology,source:date,natural,garden:type,description,noname,building,fee,parking,landuse,type_left,amenity,centroid,coords,element_right,id_right,admin_level,boundary,source_right,Barrio,name:ca_right,name:es_right,type_right,wikidata_right,wikipedia_right,ref,alt_name_right,old_name_right,alt_name:ca_right
POINT (-0.3444875380955059 39.474055325055964),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3444875380955059 39.474055325055964),"(39.474055325055964, -0.3444875380955059)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3454166497965666 39.4738248505205),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3454166497965666 39.4738248505205),"(39.4738248505205, -0.3454166497965666)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3453187175577906 39.474215878989845),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3453187175577906 39.474215878989845),"(39.474215878989845, -0.34531871755779064)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3410096185716074 39.47259099649664),park,Zona Verde,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3410096185716074 39.47259099649664),"(39.47259099649664, -0.3410096185716074)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3421518786572316 39.471320781051844),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3421518786572316 39.471320781051844),"(39.471320781051844, -0.34215187865723157)",relation,14891839.0,10,administrative,,l'Illa Perduda,l'Illa Perduda,,boundary,Q1770940,ca:L'Illa Perduda,,,,
POINT (-0.3416108228402173 39.471151958061434),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3416108228402173 39.471151958061434),"(39.471151958061434, -0.34161082284021727)",relation,14891839.0,10,administrative,,l'Illa Perduda,l'Illa Perduda,,boundary,Q1770940,ca:L'Illa Perduda,,,,
POINT (-0.3410914617648267 39.47100575355336),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3410914617648267 39.47100575355336),"(39.47100575355336, -0.34109146176482674)",relation,14891839.0,10,administrative,,l'Illa Perduda,l'Illa Perduda,,boundary,Q1770940,ca:L'Illa Perduda,,,,
POINT (-0.3405623804135621 39.470857055742414),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3405623804135621 39.470857055742414),"(39.470857055742414, -0.3405623804135621)",relation,14891839.0,10,administrative,,l'Illa Perduda,l'Illa Perduda,,boundary,Q1770940,ca:L'Illa Perduda,,,,
POINT (-0.4061055445270023 39.54048484221792),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4061055445270023 39.54048484221792),"(39.54048484221792, -0.40610554452700226)",relation,14892856.0,10,administrative,,Massarojos,Massarojos,,boundary,Q11691509,ca:Massarrojos,,,,
POINT (-0.4132636698972835 39.54518640754003),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4132636698972835 39.54518640754003),"(39.54518640754003, -0.4132636698972835)",relation,14892856.0,10,administrative,,Massarojos,Massarojos,,boundary,Q11691509,ca:Massarrojos,,,,
POINT (-0.4220590321281146 39.54903198621505),park,Parc de la Bonaigua,Parc de la Bonaigua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4220590321281146 39.54903198621505),"(39.54903198621505, -0.4220590321281146)",relation,14892856.0,10,administrative,,Massarojos,Massarojos,,boundary,Q11691509,ca:Massarrojos,,,,
POINT (-0.4115025590891185 39.545207627119225),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.4115025590891185 39.545207627119225),"(39.545207627119225, -0.41150255908911854)",relation,14892856.0,10,administrative,,Massarojos,Massarojos,,boundary,Q11691509,ca:Massarrojos,,,,
POINT (-0.3907656314241495 39.515658233621515),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3907656314241495 39.515658233621515),"(39.515658233621515, -0.3907656314241495)",relation,14893093.0,10,administrative,,Borbotó,Borbotó,,boundary,Q8250836,ca:Borbotó,,,,
POINT (-0.3894674698936887 39.514780740735475),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3894674698936887 39.514780740735475),"(39.514780740735475, -0.3894674698936887)",relation,14893093.0,10,administrative,,Borbotó,Borbotó,,boundary,Q8250836,ca:Borbotó,,,,
POINT (-0.3781658089103819 39.51900625638074),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3781658089103819 39.51900625638074),"(39.51900625638074, -0.3781658089103819)",relation,14893096.0,10,administrative,,Carpesa,Carpesa,,boundary,Q1397532,ca:Carpesa,,,,
POINT (-0.3902637507264222 39.431855970673695),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3902637507264222 39.431855970673695),"(39.431855970673695, -0.39026375072642217)",relation,14902111.0,10,administrative,,la Torre,la Torre,,boundary,Q9019012,ca:La Torre (València),,,,
POINT (-0.3934380897505542 39.43431511437751),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3934380897505542 39.43431511437751),"(39.43431511437751, -0.39343808975055417)",relation,14902111.0,10,administrative,,la Torre,la Torre,,boundary,Q9019012,ca:La Torre (València),,,,
POINT (-0.3368943022641749 39.42209436982932),park,Plaça dels Portadors de la Mare de Déu,Plaça dels Portadors de la Mare de Déu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3368943022641749 39.42209436982932),"(39.42209436982932, -0.3368943022641749)",relation,14902115.0,10,administrative,,Pinedo,Pinedo,,boundary,Q9059900,ca:Pinedo,,,,
POINT (-0.33944895 39.42246634999999),park,Plaza Mayor,Plaça Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.33944895 39.42246634999999),"(39.42246634999999, -0.33944894999999997)",relation,14902115.0,10,administrative,,Pinedo,Pinedo,,boundary,Q9059900,ca:Pinedo,,,,
POINT (-0.3624863549092432 39.42418225523607),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3624863549092432 39.42418225523607),"(39.42418225523607, -0.36248635490924325)",relation,14902116.0,10,administrative,,el Castellar - l'Oliveral,,,boundary,Q2839376,ca:El Castellar-l'Oliveral,,,,
POINT (-0.3611432054347343 39.43188519527798),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3611432054347343 39.43188519527798),"(39.43188519527798, -0.36114320543473427)",relation,14902116.0,10,administrative,,el Castellar - l'Oliveral,,,boundary,Q2839376,ca:El Castellar-l'Oliveral,,,,
